ID,UUID,LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port
459710,2142DCDB-6802-486C-8F38-F881FDE4B8B6,EMPIRE RESTAURANT (Restaurant),Empire Seafood Restaurant,nan,Kuantan,Pahang,25000,,3.817081,103.329659,,2,Default AC heuristic,0,2.77,1.39
459709,5749C4F4-BE9E-4889-8A83-119EE5AE35D4,MEGA VIEW HOTEL (Hotel),"567, Jalan Besar",nan,Kuantan,Pahang,25000,,3.805526,103.329231,,1,Default AC heuristic,0,1.66,1.66
459708,6265224F-7F79-4181-A13D-5426EB62FA0E,MAJLIS BANDARAYA KUANTAN (MBK) (Commercial),Jalan Tanah Putih,nan,Kuantan,Pahang,25100,,3.797902,103.322044,,1,Default AC heuristic,0,2.3,2.3
459707,DAC42F4B-BE84-4E8F-9BFD-8DF91623ADC5,RESTORAN SENTOSA RAUB (Restaurant),Restaurant Sentosa (Raub),nan,Raub District,Pahang,27600,,3.754591,101.853226,,1,Default AC heuristic,0,3.31,3.31
459706,0C840AD0-EB61-4538-867F-22F8E89131E6,HOTEL GREEN PARK TEMERLOH (Hotel),Hotel Green Park,nan,Temerloh,Pahang,28000,,3.443756,102.413109,,3,Venue multi-bay heuristic,0,3.89,1.3
459705,D4750863-1FED-4720-8985-F19553494755,"[Restricted] RAINTREE BATU CAVES, SELANGOR (Residential Condo)",Taman Raintree,nan,Batu Caves,W.P. Kuala Lumpur,68100,,3.245793,101.68248,,2,Default AC heuristic,0,4.51,2.26
459704,4E488385-9F44-44F1-A795-5097852B9953,SELAYANG CAPITOL KOMPLEX (Shopping Mall),Selayang Capitol Kompleks,nan,Batu Caves,W.P. Kuala Lumpur,68100,,3.243213,101.649673,,2,Default AC heuristic,0,1.85,0.92
459703,68A7DBDA-36DB-44E7-80FE-2F40AC65B0DE,[Restricted] NADAYU 63 (Residential Condo),Nadayu 63,nan,Kuala Lumpur,Kuala Lumpur,53100,,3.22253,101.752602,,1,Default AC heuristic,0,2.89,2.89
459702,9C3E0135-B156-44D4-8614-794CB4EC8276,[Restricted] NADAYU 62 (Residential Condo),"8a, Jalan Melawati",nan,Kuala Lumpur,Kuala Lumpur,53100,,3.221433,101.75145,,2,Default AC heuristic,0,5.13,2.56
459701,54C4DB1A-2E79-4541-B1A2-44D90D742919,[Restricted] SURIA PUTRA RESIDENCE (Residential Condo),Suria Putra,nan,Sungai Buloh,Selangor,47000,,3.218914,101.555115,,6,Venue multi-bay heuristic,0,7.51,1.25
459700,072A44E8-BDE8-4256-B501-D83AB0D7313E,[Restricted] GAYA APARTMENT (Residential Condo),Gaya Apartment Block 6,nan,Kuala Lumpur,Kuala Lumpur,53100,,3.212245,101.745728,,2,Default AC heuristic,0,3.96,1.98
459699,78E9E787-4575-402E-AD7B-C65442908D3E,[Restricted] LAKEVILLE RESIDENCE TAMAN WAHYU (Residential Condo),"68, Jalan Sibu",nan,Jalan Ipoh,W.P. Kuala Lumpur,68100,,3.209003,101.668945,,2,Default AC heuristic,0,3.83,1.92
459698,B6E2DEB0-A9A6-490A-ACBD-53803A3AA0A2,SMILE HOTEL WANGSA MAJU (Hotel),"No.36&37, jalan metro wangsa,",nan,Setiawangsa,W.P. Kuala Lumpur,53300,,3.20335,101.736328,,1,Default AC heuristic,0,1.56,1.56
459697,D32D8CA9-E843-41BC-960A-E1CAE8A6584B,[Restricted] 1 SENTUL CONDOMINIUM (Residential Condo),1 Sentul Condominium,nan,Sentul,W.P. Kuala Lumpur,51100,,3.200006,101.689575,,1,Default AC heuristic,0,2.53,2.53
459696,1AD0B094-2EDD-4AA9-BBF5-6648BFF3C7E6,[Restricted] QUINN RESIDENCE (Residential Condo),Quinn Residence Official,nan,Kuala Lumpur,Kuala Lumpur,53300,,3.199034,101.738152,,1,Default AC heuristic,0,4.21,4.21
459695,23C3ECB0-D9F9-4CC8-80F2-672A1EB30C71,[Restricted] MH PLATINUM RESIDENCE (Residential Condo),MH Platinum Residence,nan,Gombak,W.P. Kuala Lumpur,53100,,3.198403,101.704727,,2,Default AC heuristic,0,3.5,1.75
459694,9269B84F-DEFF-4583-A139-6C82BE49A6F4,[Restricted] SPHERE DAMANSARA (Residential Condo),SPHERE Damansara,nan,Petaling Jaya,Negeri Sembilan,47830,,3.197164,101.599075,,2,Default AC heuristic,0,1.37,0.68
459693,C7DA9B7F-FFDC-4AD1-9E0C-363789266FE3,[Restricted] SERI RIANA RESIDENCES (Residential Condo),Seri Riana Residence,nan,Kuala Lumpur,Kuala Lumpur,53300,,3.196209,101.739929,,1,Default AC heuristic,0,4.35,4.35
459692,0E55D7AB-7252-4F9A-B88B-40A89AE56AE7,[Restricted] BENNINGTON RESIDENCES (Residential Condo),"1, Jalan Arena 1",nan,Kuala Lumpur,Kuala Lumpur,53200,,3.194103,101.714622,,1,Default AC heuristic,0,4.38,4.38
459691,8DCDB6B1-2DD1-40E7-97A4-08E2C46CFC55,SINCHOIWAH RESTAURANT SDN BHD (Restaurant),Sinchoiwah Restaurant,nan,Jinjang Kepong,W.P. Kuala Lumpur,52200,,3.194077,101.634285,,1,Default AC heuristic,0,0.94,0.94
459690,F0A22E9C-EBD7-479B-B51D-9E5EBEE5332F,[Restricted] DUA MENJALARA KONDOMINIUM (Residential Condo),Dua Menjalara Condominium,nan,Jinjang Kepong,W.P. Kuala Lumpur,52200,,3.192754,101.635666,,2,Default AC heuristic,0,2.34,1.17
459689,55F4E003-1310-46BA-9514-5062D3E3CE3C,[Restricted] FERA RESIDENCE (Residential Condo),Fera Residence,nan,Kuala Lumpur,Kuala Lumpur,53300,,3.191956,101.737511,,2,Default AC heuristic,0,4.63,2.32
459688,F99B60DE-AEC3-4C75-8746-6CF92C84986A,[Restricted] UNITED POINT RESIDENCES (Residential Condo),JALAN LANG EMAS,nan,Segambut,W.P. Kuala Lumpur,51200,,3.191765,101.653366,,2,Default AC heuristic,0,2.56,1.28
459687,9A89628D-1208-4A0B-8ECB-0AAF6CB265EA,[Restricted] LEXA RESIDENCE (Residential Condo),Lexa Residence,nan,Kuala Lumpur,Kuala Lumpur,53300,,3.191246,101.736626,,2,Default AC heuristic,0,3.81,1.9
459686,46903EAC-FDB8-40CB-B3CF-3844BDBB00B5,[Restricted] THE REACH @ TITIWANGSA (Residential Condo),The Reach @ Titiwangsa,nan,Setapak,W.P. Kuala Lumpur,53200,,3.18707,101.704689,,2,Default AC heuristic,0,1.85,0.92
459685,B334DB05-31BC-455F-B518-AF820B7F1218,[Restricted] HERITAGE CONDOMINIUM (Residential Condo),Heritage Condominium,nan,Setapak,W.P. Kuala Lumpur,53000,,3.186329,101.700851,,2,Default AC heuristic,0,3.48,1.74
459684,2E3CF843-C647-42A5-BC82-3795FB1D4CE8,[Restricted] BREEZEWAY RESIDENCES (Residential Condo),"12, Persiaran Residen",nan,Pandan Perdana,W.P. Kuala Lumpur,52200,,3.185125,101.634544,,1,Default AC heuristic,0,2.59,2.59
459683,709E7CE7-2A9F-42D4-8EF6-9B53B9FA54B3,[Restricted] ANJALI NORTH KIARA (Residential Condo),Anjali North Kiara,nan,Mont Kiara,W.P. Kuala Lumpur,51200,,3.183415,101.652992,,1,Default AC heuristic,0,2.19,2.19
459682,7F1881BA-0917-4FFC-8113-2261D1B9DCB0,[Restricted] THE FENNEL SENTUL EAST (Residential Condo),The Fennel Sentul East,nan,Sentul,W.P. Kuala Lumpur,51000,,3.182122,101.693649,,1,Default AC heuristic,0,1.29,1.29
459681,54551363-F9DE-4437-8925-35FEA24696AA,[Restricted] DAMANSARA FORESTA (Residential Condo),"Damansara Foresta Damansara Foresta Condominium, Persiaran Meranti, Bandar Sri Damansara,",nan,Bukit Damansara A,Negeri Sembilan,52200,,3.181285,101.612526,,1,Default AC heuristic,0,1.52,1.52
459680,4B67CC58-0FEF-4F71-9F03-E21E80B46EDD,[Restricted] ICON RESIDENCE MONT KIARA (Residential Condo),"20, Persiaran Dutamas",nan,Cheras,W.P. Kuala Lumpur,50480,,3.179405,101.663658,,1,Default AC heuristic,0,1.23,1.23
459679,D53A14AF-D63E-46BF-B6A4-184F3A7EAD75,[Restricted] CONCERTO NORTH KIARA CONDOMINIUM GROUND PARKING (Residential Condo),Concerto North Kiara,nan,Segambut,W.P. Kuala Lumpur,51200,,3.178471,101.658821,,1,Default AC heuristic,0,1.74,1.74
459678,455C4B67-4EF7-489A-B3DA-11B91027C7FA,[Restricted] RESIDENSI HARMONI 2 (Residential Condo),Residensi Harmoni 2,nan,Segambut,Negeri Sembilan,51200,,3.178458,101.644836,,2,Default AC heuristic,0,3.4,1.7
459677,DBF6B99C-5D34-41DB-AB20-4D3DA12680DA,[Restricted] VILLA ORKID CONDOMINIUM (Residential Condo),Villa Orkid,nan,Segambut,W.P. Kuala Lumpur,51200,,3.178057,101.644402,,1,Default AC heuristic,0,1.52,1.52
459676,B01D75B6-EBE9-4185-B014-83CDE11E7330,[Restricted] CONCERTO NORTH KIARA CONDOMINIUM BLOCK B (Residential Condo),Concerto North Kiara,nan,Mont Kiara,W.P. Kuala Lumpur,51200,,3.177837,101.658791,,2,Default AC heuristic,0,2.48,1.24
459675,B5710E19-4B88-409E-A9E1-EE4AD476759C,[Restricted] WEDGEWOOD RESIDENCES (Residential Condo),Wedgewood Residences,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.174555,101.657722,,2,Default AC heuristic,0,2.54,1.27
459674,21C5520C-AF0B-49F8-BFAE-A96821E16CF2,[Restricted] PANGSAPURI ONE JELATEK (Residential Condo),One Jelatek Condominium,nan,Klang,Kuala Lumpur,54200,,3.173146,101.734619,,1,Default AC heuristic,0,4.5,4.5
459673,889DB6DE-D65C-4D97-899C-DB241698D654,[Restricted] HARTAMAS REGENCY 2 (Residential Condo),Hartamas Regency 2,nan,Kuala Lumpur,Kuala Lumpur,50480,,3.173123,101.66275,,1,Default AC heuristic,0,4.31,4.31
459672,9E220F6D-8248-4D47-9945-F1CD57291053,[Restricted] KIARAVILLE CONDOMINIUM (Residential Condo),Kiaraville,nan,Kuala Lumpur,Kuala Lumpur,50480,,3.172485,101.659172,,1,Default AC heuristic,0,8.55,8.55
459671,FA728FBA-C718-4021-8D61-2267FC459344,[Restricted] EXPRESSIONZ PROFESSIONAL SUITES (Residential Condo),Expressionz Professional Suites by EXSIM,nan,Kuala Lumpur,Kuala Lumpur,50400,,3.171628,101.712433,,1,Default AC heuristic,0,4.58,4.58
459670,591E5607-4898-486A-8F19-ACE69FF0EC2E,GURNEY MALL (Shopping Mall),Gurney Mall,nan,Keramat,W.P. Kuala Lumpur,54000,,3.171486,101.72126,,4,Venue multi-bay heuristic,0,3.4,0.85
459669,AB9EAB46-4CD0-461C-BCF9-3B362523C5E5,[Restricted] SUNWAY MONT RESIDENCE (Residential Condo),Sunway Mont Residences,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.169577,101.647079,,3,Venue multi-bay heuristic,0,3.7,1.23
459668,FECDD4F8-129B-4598-A13F-9ABD09B56071,[Restricted] CHYMES GURNEY RESIDENCY (Residential Condo),Chymes Gurney Residency,nan,Keramat,W.P. Kuala Lumpur,54000,,3.169267,101.726036,,7,Venue multi-bay heuristic,0,6.67,0.95
459667,67C2D2A1-EE99-4F0D-BBCD-5E1ED7E8F6EA,[Restricted] LAMAN SURIA (Residential Condo),Laman Suria,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.169065,101.650833,,5,Venue multi-bay heuristic,0,6.4,1.28
459666,BFBED4C7-A4B4-4322-B757-1BA6AC1786D1,[Restricted] CASA KIARA 2 CONDOMINIUM (Residential Condo),Casa Kiara 2,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.168871,101.646622,,1,Default AC heuristic,0,3.42,3.42
459665,7EDAAD3C-283E-4F04-8576-8441802F4008,[Restricted] KIARA DESIGNERS SUITES (Residential Condo),Kiara Designer Suites - Serviced Condominium,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.16838,101.647987,,1,Default AC heuristic,0,1.47,1.47
459664,BE0E9DBD-A877-4C23-BB9B-84D367CD630B,[Restricted] RESIDENSI 22 MONT KIARA (Residential Condo),"Residensi 22 Mont’Kiara, UEM Sunrise",nan,Kuala Lumpur,Negeri Sembilan,50480,,3.167785,101.650536,,1,Default AC heuristic,0,2.76,2.76
459663,8B056067-6175-42D1-9488-5925E6A64A26,[Restricted] KIARAMAS SUTERA CONDO (Residential Condo),Kiaramas Sutera,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.167461,101.643799,,1,Default AC heuristic,0,1.49,1.49
459662,5AD8A01A-CCCD-4A13-9E75-479C77D5D54A,MENARA MUSTAPHA KAMAL (Commercial),Menara Mustapha Kamal,nan,Petaling Jaya,Selangor,47820,,3.167105,101.613358,,4,Venue multi-bay heuristic,0,3.99,1
459661,BB829296-9C64-480D-9CFC-9E6F9FB7ECC0,[Restricted] I-ZEN KIARA 2 (Residential Condo),I-zen @ Kiara 2,nan,Kuala Lumpur,Kuala Lumpur,50480,,3.165764,101.654022,,2,Default AC heuristic,0,7.73,3.87
459660,8A6E251D-4547-42C5-AFBB-777797E56EDE,[Restricted] FLORA MURNI CONDOMINIUM (Residential Condo),Flora Murni Condominium Mont Kiara,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.165466,101.650841,,2,Default AC heuristic,0,2.22,1.11
459659,BE652704-865C-4CD1-9D96-7D2FA7F8AE82,[Restricted] LANAI KIARA CONDOMINIUM (Residential Condo),Lanai Kiara Condominium,nan,Mont Kiara,W.P. Kuala Lumpur,50480,,3.165365,101.648788,,2,Default AC heuristic,0,2.49,1.24
459658,7BA6D1F0-EDAC-4F43-869C-F47B9614C1F0,MERCU MUSTAPHA KAMAL (Commercial),Neo Damansara,nan,Petaling Jaya,Negeri Sembilan,47820,,3.164928,101.613968,,2,Default AC heuristic,0,2.88,1.44
459657,C7BAEA22-1987-42BD-8154-A11F74FACE95,MENARA TOKIO MARINE (Commercial),Tokio Marine Life Insurance Malaysia Bhd.,nan,Kuala Lumpur,Negeri Sembilan,50400,,3.16296,101.717049,,2,Default AC heuristic,0,2.95,1.47
459656,6CE78A26-E3BA-428C-9FB6-25A6A76FFA17,[Restricted] 202 DESA CAHAYA (Residential Condo),202DC Desa Cahaya,nan,Keramat,W.P. Kuala Lumpur,55000,,3.161202,101.725151,,2,Default AC heuristic,0,2.44,1.22
459655,F3D61BE2-377E-46FD-8D34-CA6657495864,GREAT EASTERN MALL (LEVEL P1) (Shopping Mall),Great Eastern Mall,nan,Kuala Lumpur,Kuala Lumpur,55000,,3.16059,101.736671,,6,Venue multi-bay heuristic,0,10.74,1.79
459654,D41C73E8-C3E0-4FFC-84CE-883110D042A4,[Restricted] NOVO AMPANG (Residential Condo),NOVO Ampang,nan,Kuala Lumpur,Kuala Lumpur,55000,,3.160543,101.739365,,1,Default AC heuristic,0,8.33,8.33
459653,DFDF4A56-5EBC-4879-9B18-DCED9D3822F9,[Restricted] GCB COURT (Residential Condo),GCB Court Condominium,nan,Kuala Lumpur,Kuala Lumpur,55000,,3.160379,101.748093,,1,Default AC heuristic,0,4.05,4.05
459652,C13B67A5-5D99-456F-8D5D-0A28134CF92E,GREAT EASTERN MALL OUTDOOR (Shopping Mall),Great Eastern Mall,nan,Kuala Lumpur,Kuala Lumpur,55000,,3.160346,101.736938,,4,Venue multi-bay heuristic,0,10.5,2.63
459651,1131A6FE-B61B-47C0-82CF-2AD4222D4AE8,INTERCONTINENTAL HOTEL KL (Hotel),"InterContinental Kuala Lumpur, an IHG Hotel",nan,KLCC,Kuala Lumpur,50450,,3.159514,101.717857,,5,Venue multi-bay heuristic,0,10.25,2.05
459650,9897B10B-2214-4463-8706-36245407BC59,[Restricted] THE FACE SUITES (Residential Condo),THE FACE Suites,nan,Kuala Lumpur,Kuala Lumpur,50250,,3.158533,101.703842,,2,Default AC heuristic,0,5.46,2.73
459649,7E889A01-4A4F-4EF5-A007-55E26E53E6E4,[Restricted] SERI HENING RESIDENCE (Residential Condo),"28, Jalan Ampang Hilir",nan,Kuala Lumpur,Kuala Lumpur,55000,,3.158469,101.737213,,2,Default AC heuristic,0,6.48,3.24
459648,A5B312CA-14B9-410C-803A-4A8FFA077E88,SHOPPES AT FOUR SEASON PLACE (Commercial),"145, Jln Ampang",nan,Kuala Lumpur,Kuala Lumpur,50088,,3.158184,101.713768,,2,Default AC heuristic,0,6.7,3.35
459647,29D3240C-C5ED-413C-9AD9-8466376D57C2,THE CURVE (Shopping Mall),The Curve,nan,Petaling Jaya,Selangor,47800,,3.157687,101.611427,,2,Default AC heuristic,0,3.36,1.68
459646,D81B4A5B-ADC8-4418-80A9-97481098232A,[PARTNER EVHUB] PERTAMA COMPLEX (Shopping Mall),Pertama Complex | First Shopping Center,nan,Jalan Duta,W.P. Kuala Lumpur,50100,,3.157289,101.695572,,5,Venue multi-bay heuristic,0,8.37,1.67
459645,F5850FFB-28E5-4EC0-9B79-760632793F6C,SOGO KL (Shopping Mall),Sogo,nan,Kuala Lumpur,Kuala Lumpur,50100,,3.156078,101.69529,,2,Default AC heuristic,0,4.89,2.45
459644,7C74F4A4-F071-496E-8056-7D701B17F3F9,CONCORDE HOTEL (Hotel),Concorde Hotel Kuala Lumpur,nan,KLCC,Kuala Lumpur,50250,,3.155288,101.705879,,4,Venue multi-bay heuristic,0,8.69,2.17
459643,4371171B-DEB3-4609-A31E-AFD2B6AB0DCF,[Restricted] DAMAI SURIA CONDOMINIUM (Residential Condo),Damai Suria,nan,Jln Ampang,W.P. Kuala Lumpur,55000,,3.154796,101.730087,,7,Venue multi-bay heuristic,0,6.19,0.88
459642,7020EDE1-20BF-4677-AF06-4893BED28D44,[Restricted] THE MANOR KL (Residential Condo),The Manor,nan,Jln Tun Razak,W.P. Kuala Lumpur,50450,,3.152432,101.719872,,1,Default AC heuristic,0,3.16,3.16
459641,029FD290-A194-412E-B4DE-AAA8D1071B6F,[Restricted] D'SURIA CONDOMINIUM (Residential Condo),D'Suria Condominium - Ampang,nan,Ampang,Selangor,68000,,3.151467,101.747108,,3,Venue multi-bay heuristic,0,6.37,2.12
459640,74BB8FE6-F02C-4811-B043-8192A952A1D7,10 SEMANTAN SUITES  (EAST WING) (Residential Condo),10 Semantan - East Wing Lobby,nan,Bukit Damansara A,Negeri Sembilan,50490,,3.151314,101.671043,,1,Default AC heuristic,0,2.74,2.74
459639,4C68BA38-D55D-45F3-A8E0-3FC7FF8E5BE8,[Restricted] 10 SEMANTAN SUITES (Residential Condo),10 Semantan Service Suite,nan,Bukit Damansara A,Negeri Sembilan,50490,,3.150833,101.670433,,2,Default AC heuristic,0,3.22,1.61
459638,4F5F0576-81F0-4D92-9FD8-669AF48FCDD0,[Restricted] CASA INDAH 2 CONDOMINIUM (Residential Condo),"2A, Persiaran Surian Tropicana Indah, PJU 3, Kota Damansara, 47410 Petaling Jaya, Selangor",nan,Tropicana Indah,Negeri Sembilan,nan,,3.149504,101.587891,,3,Venue multi-bay heuristic,0,2.5,0.83
459637,5E3478EE-6CE0-4409-80D9-9E99C255CD04,WISMA CHUANG (Commercial),Wisma Chuang,nan,Kuala Lumpur,Kuala Lumpur,50250,,3.149054,101.711357,,1,Default AC heuristic,0,3.81,3.81
459636,80B0C6EF-85E8-42E5-A8CD-3735D5A332D0,[Restricted] OPAL DAMANSARA CONDOMINIUM (Residential Condo),Sunway Opal Damansara Condominium,nan,Petaling Jaya,Negeri Sembilan,47810,,3.148517,101.598381,,7,Venue multi-bay heuristic,0,5.93,0.85
459635,0627E0A1-0F63-450B-A740-16506E0AADF0,[Restricted] SENTRIO PANDAN CONDOMINIUM (OUTDOOR) (Residential Condo),Sentrio Pandan,nan,Kuala Lumpur,Kuala Lumpur,55100,,3.148235,101.737785,,1,Default AC heuristic,0,3.97,3.97
459634,CC97FDF7-32BE-4BA6-A06A-A55B4EA344B7,JOURNAL HOTEL BUKIT BINTANG (Hotel),The Kuala Lumpur Journal Hotel,nan,Jalan Tun Ismail,Kuala Lumpur,50200,,3.148212,101.710533,,4,Venue multi-bay heuristic,0,8.75,2.19
459633,B26DBCD5-34CA-462C-8B9A-AA0D62CBA804,[Restricted] REGENCY TOWER (Residential Condo),Regency Tower,nan,Jln Ampang,W.P. Kuala Lumpur,50200,,3.147179,101.704971,,7,Venue multi-bay heuristic,0,5.66,0.81
459632,67EB54D0-BEF2-4E68-A865-15C762BD7126,[Restricted] DC RESIDENSI (Residential Condo),DC Residensi,nan,Kuala Lumpur,Negeri Sembilan,50490,,3.146692,101.660881,,1,Default AC heuristic,0,4.57,4.57
459631,6E3EC088-49E6-4351-B2AE-2F4C778CF95B,[Restricted] THE HORIZON RESIDENCES (Residential Condo),The Horizon Residences KL,nan,Jln Tun Razak,Kuala Lumpur,55000,,3.145089,101.722572,,2,Default AC heuristic,0,4.83,2.41
459630,BE3CB03A-CFD0-4629-945D-666C2AA0C762,MELIA HOTEL (Hotel),Meliá Kuala Lumpur,nan,Kuala Lumpur,Kuala Lumpur,51000,,3.143214,101.709831,,1,Default AC heuristic,0,3.73,3.73
459629,E8E2327C-D03C-48D9-8D1C-1409B3D540D5,PLAZA BERJAYA (Shopping Mall),Plaza Berjaya,nan,Jln Raja Laut,W.P. Kuala Lumpur,55100,,3.143053,101.709023,,1,Default AC heuristic,0,1.43,1.43
459628,F9439D73-E29D-42E2-9C4A-8C2CAF7A42A4,[Restricted] RESIDENSI PANDANMAS 2 (Residential Condo),Residensi Pandanmas 2,nan,Kampung Pandan,Negeri Sembilan,55100,,3.140326,101.737648,,2,Default AC heuristic,0,2.17,1.08
459627,66E6CBBE-4662-474D-9F10-2722E8510633,[Restricted] [PARTNER EVHUB] LUCENTIA RESIDENCES (Residential Condo),"2, Jalan Hang Tuah",nan,Jln Ampang,W.P. Kuala Lumpur,55100,,3.140128,101.708366,,2,Default AC heuristic,0,2.29,1.14
459626,27F35BC0-01BD-4585-9246-F09AC83E85C8,MENARA TAKAFUL (AC) (Commercial),Takaful Malaysia,nan,Kg Attap,W.P. Kuala Lumpur,50000,,3.139236,101.696205,,1,Default AC heuristic,0,0.86,0.86
459625,85271BE2-1D2F-4CC9-A215-18751EBEF06A,[Restricted] OPUS RESIDENCES (Residential Condo),Opus Residences,nan,Kg Attap,W.P. Kuala Lumpur,50460,,3.137392,101.699799,,1,Default AC heuristic,0,4.62,4.62
459624,F615FC66-B8BD-4A8F-A6B8-FD06E67D6373,[Restricted] Q SENTRAL (Commercial),Q Sentral,nan,Kuala Lumpur,Kuala Lumpur,50470,,3.136605,101.687714,,1,Default AC heuristic,0,4.58,4.58
459623,B913FD27-04B8-4978-83A4-8690FA360F73,[Restricted] SUNWAY BELFIELD TOWER B (Residential Condo),Residensi Sunway Belfield,nan,Kuala Lumpur,Negeri Sembilan,50460,,3.135861,101.696404,,4,Venue multi-bay heuristic,0,5.95,1.49
459622,7049EA7B-82D9-46B4-B820-3A8CED77E374,[Restricted] SUASANA SENTRAL LOFT (Residential Condo),"5, Jalan Stesen Sentral",nan,Jln Tun Razak,W.P. Kuala Lumpur,50470,,3.131384,101.683586,,1,Default AC heuristic,0,2.2,2.2
459621,21C44451-F65C-489D-86DC-6BE251BB54A1,[Restricted] LUMI TROPICANA (Residential Condo),Lumi Tropicana,nan,Petaling Jaya,Selangor,47800,,3.129476,101.59417,,2,Default AC heuristic,0,1.96,0.98
459620,5D4AB16D-DDDC-490D-82F9-9A4CCB5B0F39,[Restricted] SUNWAY VELOCITY TWO (Residential Condo),Sunway Velocity TWO TOWER C&D,nan,Kuala Lumpur,Kuala Lumpur,55100,,3.129367,101.725037,,3,Venue multi-bay heuristic,0,4.42,1.47
459619,49E7F403-5BDD-473F-97FB-A9EFAE06E5E8,SEVENTEEN MALL (Shopping Mall),Seventeen Mall,nan,Petaling Jaya,Selangor,46400,,3.128598,101.634811,,7,Venue multi-bay heuristic,0,5.42,0.77
459618,56307021-F367-461C-9B02-C9970DCF5436,(PRIVATE) Chargesini Showroom (Car Showroom),ChargeSini EV Charging Solution,nan,Cheras,W.P. Kuala Lumpur,55100,,3.1281,101.754181,,1,Default AC heuristic,0,3.11,3.11
459617,DA9824DA-6611-4228-A465-759B468F054B,SHAMELIN STAR RESIDENCE (Residential Condo),Shamelin Star Residences Rigel,nan,Kuala Lumpur,Kuala Lumpur,56100,,3.126423,101.737045,,1,Default AC heuristic,0,2.71,2.71
459616,208D9611-5A1F-42A2-B035-FAF02A657359,[Restricted] NADI BANGSAR SERVICED RESIDENCE (Residential Condo),Nadi Bangsar Serviced Residence,nan,Bangsar,W.P. Kuala Lumpur,59100,,3.125863,101.67514,,1,Default AC heuristic,0,1.55,1.55
459615,C2EE4576-7263-43B3-B6EF-01D196986E5D,[Restricted] TRION 2 @ KL (Residential Condo),Trion 2 @ KL,nan,Kuala Lumpur,Kuala Lumpur,55200,,3.12525,101.712776,,2,Default AC heuristic,0,6.58,3.29
459614,BECD7EE6-164D-4204-8944-2B38CCE797F6,[Restricted] PARC 3 RESIDENCE (Residential Condo),"5, Jalan Pudu Perdana",nan,Kuala Lumpur,Kuala Lumpur,56100,,3.121749,101.730713,,1,Default AC heuristic,0,2.4,2.4
459613,61F22C60-BFA5-4114-93F9-4DAA1C087EDA,[Restricted] SETIA SKY SEPUTEH (Residential Condo),Setia Sky Seputeh,nan,Kuala Lumpur,Kuala Lumpur,58000,,3.12028,101.681557,,1,Default AC heuristic,0,3.84,3.84
459612,AC95BB24-AC48-487B-80A6-B05824A8A822,COLUMBIA ASIA HOSPITAL PETALING JAYA (Medical),Columbia Asia Hospital - Petaling Jaya,nan,Petaling Jaya,Selangor,46200,,3.118356,101.637642,,2,Default AC heuristic,0,2.44,1.22
459611,6FAF5647-7D97-4DD6-91FE-BD8DBD463752,[Restricted] VILA VISTA CHERAS CONDOMINIUM (Residential Condo),Vila Vista Condominium,nan,Kuala Lumpur,Kuala Lumpur,56100,,3.114405,101.730003,,1,Default AC heuristic,0,3.68,3.68
459610,410EEA43-67E8-4D49-B25A-DC0CF3F853E9,D'NETWORK @ SETIA ECO PARK (Commercial),D'Network @ Setia Eco Park,nan,Shah Alam,Selangor,40170,,3.108452,101.477661,,2,Default AC heuristic,0,4.05,2.02
459609,71158A07-8335-45E0-924E-ECF9E11AA68F,KELANA D'PUTERA CONDOMINIUM (Residential Condo),Kelana D'Putera - Main Gate | PJ Ss7 condominium,nan,Petaling Jaya,Selangor,47301,,3.108021,101.593048,,1,Default AC heuristic,0,2.1,2.1
459608,9954F06E-CB08-47CF-8CAA-A7FC18A146AB,[Restricted] VIVO RESIDENCE @ 9 SEPUTEH (Residential Condo),VIVO Residence @ 9 Seputeh,nan,Kuala Lumpur,Kuala Lumpur,58000,,3.105652,101.677086,,2,Default AC heuristic,0,4.66,2.33
459607,3238E453-CCDA-4036-8A69-F8D132575E19,MILLENNIUM SQUARE,Millennium Square,nan,Petaling Jaya,Selangor,46100,,3.10489,101.635345,,1,Default AC heuristic,0,2.22,2.22
459606,C7888973-6E6F-4A24-A4D7-8A9C0D5BCF4D,[Restricted] PAPILLON DESAHILL CONDOMINIUM (Residential Condo),Papillon Desahill Condominium,nan,Kuala Lumpur,Kuala Lumpur,58100,,3.102913,101.679718,,1,Default AC heuristic,0,5.1,5.1
459605,A725620A-0E9E-4E11-83CF-AEE1C6483B6E,PROTON E.MAS CHERAS- ABLE MOBILITY SDN BHD (Car Showroom),Proton e.MAS Cheras - Able Mobility Sdn Bhd,nan,Willayah Persekutuan,W.P. Kuala Lumpur,56100,,3.102519,101.734657,,1,Default AC heuristic,0,2.69,2.69
