ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,state_norm,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port,gdp_mult,urban_mult,fast_mult,baseline_used,sigma_noise,cap_max
459731,AD67D154-FCC0-4E26-8993-2AB1406DE679,[Restricted] SOLARIA RESIDENCES (Residential Condo),Solaria Residences,,Bayan Lepas,UNKNOWN,11900,,5.300654,100.265976,UNKNOWN,,2,Default AC heuristic,0,3.48,1.74,1.0,1.05,1.0,2.0,0.3,60.0
459730,CAEC9630-5B65-4B40-8485-4CC94A2003FE,MBPP PASAR KELICAP (Public Area),Kompleks Pasar Kelicap,,Bayan Lepas,UNKNOWN,11900,,5.3005,100.257675,UNKNOWN,,1,Default AC heuristic,0,2.34,2.34,1.0,1.05,1.0,2.0,0.3,60.0
459729,3339D13F-7232-44CA-B0BF-EA08C1262347,[Restricted] ECO BLOOM CONDOMINIUM (Residential Condo),ECO BLOOM @ ECO MEADOWS,,SIMPANG AMPAT,UNKNOWN,14100,,5.25882,100.469116,UNKNOWN,,2,Default AC heuristic,0,4.39,2.19,1.0,1.05,1.0,2.0,0.3,60.0
459728,C27B60C1-41A7-4F1A-9D34-A75393D58CE5,[Restricted] SUASANA @ UTROPOLIS (Residential Condo),"Jalan Cassia Barat 2, Bandar Cassia",,Bandar Cassia,UNKNOWN,,,5.241358,100.435699,UNKNOWN,,1,Default AC heuristic,0,2.01,2.01,1.0,1.05,1.0,2.0,0.3,60.0
459727,F1881F60-55AA-4248-AFFA-D62219B54D9C,BEVERLY HOTEL TAIPING (FOOD AVENUE) (Hotel),Beverly Hotel,,Taiping,UNKNOWN,34000,,4.864984,100.73056,UNKNOWN,,7,Venue multi-bay heuristic,0,4.11,0.59,1.0,1.05,1.0,2.0,0.3,60.0
459726,087CE79F-FAB2-4767-847C-1885748D3299,FLEMINGTON HOTEL TAIPING (Hotel),"no 1, Jalan Samanea Saman",,Taiping,UNKNOWN,34000,,4.847657,100.750282,UNKNOWN,,2,Default AC heuristic,0,1.98,0.99,1.0,1.05,1.0,2.0,0.3,60.0
459725,1D63C088-5E97-4787-91E0-41F5ABDD5640,MYDIN MERU (Shopping Mall),MYDIN MERU RAYA,,Ipoh,UNKNOWN,30020,,4.671015,101.074158,UNKNOWN,,2,Default AC heuristic,0,1.79,0.89,1.0,1.05,1.0,2.0,0.3,60.0
459724,A6FFE629-E684-4140-BA97-78EB40FAA3E7,[Restricted] TASEK FAMILY HOMESTAY (Homestay),"no. 42, Regat Tasek Jaya 2",,Ipoh,UNKNOWN,31400,,4.650584,101.10733,UNKNOWN,,1,Default AC heuristic,0,2.34,2.34,1.0,1.05,1.0,2.0,0.3,60.0
459723,BE19148F-622F-4558-A64B-3E9A0E4EC18F,THE HAVEN ALL SUITE RESORT @ IPOH (BLOCK A) (Hotel),"The Haven All Suite Resort, Ipoh",,Ipoh,UNKNOWN,31150,,4.63739,101.163017,UNKNOWN,,6,Venue multi-bay heuristic,0,3.45,0.58,1.0,1.05,1.0,2.0,0.3,60.0
459722,4155B710-76A6-444A-A0EF-DEFB55B8E587,FESTIVAL WALK @ IPOH (Commercial),Medan Ipoh Bistari (IP2),,Ipoh,UNKNOWN,31400,,4.619425,101.119522,UNKNOWN,,1,Default AC heuristic,0,2.44,2.44,1.0,1.05,1.0,2.0,0.3,60.0
459721,3194E513-81C5-44B5-A85B-B653217E1E1D,[Restricted] THE COVE HILLSIDE RESIDENCE BLOCK A (Residential Condo),The Cove Hillside Residence,,Ipoh,UNKNOWN,31400,,4.613544,101.13533,UNKNOWN,,2,Default AC heuristic,0,2.44,1.22,1.0,1.05,1.0,2.0,0.3,60.0
459720,86805A9D-8714-4284-8C3B-D47BB3474654,M ROOF HOTEL & RESIDENCES (Hotel),M Roof Hotel & Residences,,Ipoh,UNKNOWN,31400,,4.612164,101.105164,UNKNOWN,,5,Venue multi-bay heuristic,0,3.68,0.74,1.0,1.05,1.0,2.0,0.3,60.0
459719,86E5B1D3-44F7-4A00-8F56-87F69F9376DF,REGALODGE HOTEL IPOH (Hotel),Regalodge Hotel Ipoh,,Ipoh,UNKNOWN,30450,,4.600909,101.08696,UNKNOWN,,5,Venue multi-bay heuristic,0,3.65,0.73,1.0,1.05,1.0,2.0,0.3,60.0
459718,94A69DDC-7B1B-4FBD-ABED-CD5EC442012A,[Restricted] PRIMA IPOH CONDOMINIUM (Residential Condo),Prima Ipoh Condominium,,Ipoh,UNKNOWN,30350,,4.595509,101.097816,UNKNOWN,,2,Default AC heuristic,0,2.55,1.28,1.0,1.05,1.0,2.0,0.3,60.0
459717,3E9E9207-801E-4C86-BC87-65FB59381566,[Restricted] DAMAIPURI CONDOMINIUM (Residential Condo),Damaipuri Condominium,,Ipoh,UNKNOWN,30250,,4.585387,101.091469,UNKNOWN,,2,Default AC heuristic,0,2.67,1.33,1.0,1.05,1.0,2.0,0.3,60.0
459716,946A8B86-1410-4094-B0FD-F979BA30C8A9,[Restricted] PARKVIEW RESIDENCE (Residential Condo),Parkview Homes,,Ipoh,UNKNOWN,31350,,4.542344,101.106583,UNKNOWN,,2,Default AC heuristic,0,3.03,1.52,1.0,1.05,1.0,2.0,0.3,60.0
459715,A1B52548-28AE-4463-89BE-F78D6E5F9F96,ECONSAVE CASH & CARRY KAMPAR (Grocery),Econsave Kampar,,Kampar,Negeri Sembilan,31900,,4.32785,101.146538,Negeri Sembilan,,1,Default AC heuristic,0,2.85,2.85,1.08,1.05,1.0,2.0,0.3,60.0
459714,6EE81C32-4772-463D-9CB7-A175032BCCD8,THE KASTURI RESORT CHERATING (Hotel),The Kasturi Resort Cherating,,Kuantan,UNKNOWN,26080,,4.163994,103.410583,UNKNOWN,,5,Venue multi-bay heuristic,0,3.1,0.62,1.0,1.05,1.0,2.0,0.3,60.0
459713,AD175DCF-6DF2-4497-9A0D-880B143A168C,"BLH ECOENERGY , KUANTAN (Commercial)","PL-A1, Ground Floor, Lorong Seri Setali 1,",,Kuantan,UNKNOWN,25300,,3.841507,103.336868,UNKNOWN,,2,Default AC heuristic,0,2.67,1.34,1.0,1.05,1.0,2.0,0.3,60.0
459712,F7787121-82F7-43B7-9320-FF180EFAAA4A,KEMAMAN KOPITIAM JALAN BESERAH (Restaurant),Jalan Beserah,,Kuantan,UNKNOWN,25250,,3.827981,103.340355,UNKNOWN,,1,Default AC heuristic,0,1.66,1.66,1.0,1.05,1.0,2.0,0.3,60.0
459711,D912C9B4-62F5-49D1-AE55-AFC841229941,ZENITH HOTEL KUANTAN (Hotel),The Zenith Hotel,,Kuantan,UNKNOWN,25200,,3.819549,103.325966,UNKNOWN,,7,Venue multi-bay heuristic,0,4.14,0.59,1.0,1.05,1.0,2.0,0.3,60.0
459710,2142DCDB-6802-486C-8F38-F881FDE4B8B6,EMPIRE RESTAURANT (Restaurant),Empire Seafood Restaurant,,Kuantan,UNKNOWN,25000,,3.817081,103.329659,UNKNOWN,,2,Default AC heuristic,0,2.77,1.39,1.0,1.05,1.0,2.0,0.3,60.0
459709,5749C4F4-BE9E-4889-8A83-119EE5AE35D4,MEGA VIEW HOTEL (Hotel),"567, Jalan Besar",,Kuantan,UNKNOWN,25000,,3.805526,103.329231,UNKNOWN,,1,Default AC heuristic,0,1.66,1.66,1.0,1.05,1.0,2.0,0.3,60.0
459708,6265224F-7F79-4181-A13D-5426EB62FA0E,MAJLIS BANDARAYA KUANTAN (MBK) (Commercial),Jalan Tanah Putih,,Kuantan,UNKNOWN,25100,,3.797902,103.322044,UNKNOWN,,1,Default AC heuristic,0,2.3,2.3,1.0,1.05,1.0,2.0,0.3,60.0
459707,DAC42F4B-BE84-4E8F-9BFD-8DF91623ADC5,RESTORAN SENTOSA RAUB (Restaurant),Restaurant Sentosa (Raub),,Raub District,UNKNOWN,27600,,3.754591,101.853226,UNKNOWN,,1,Default AC heuristic,0,3.31,3.31,1.0,1.05,1.0,2.0,0.3,60.0
459706,0C840AD0-EB61-4538-867F-22F8E89131E6,HOTEL GREEN PARK TEMERLOH (Hotel),Hotel Green Park,,Temerloh,UNKNOWN,28000,,3.443756,102.413109,UNKNOWN,,3,Venue multi-bay heuristic,0,3.89,1.3,1.0,1.05,1.0,2.0,0.3,60.0
459705,D4750863-1FED-4720-8985-F19553494755,"[Restricted] RAINTREE BATU CAVES, SELANGOR (Residential Condo)",Taman Raintree,,Batu Caves,UNKNOWN,68100,,3.245793,101.68248,UNKNOWN,,2,Default AC heuristic,0,4.51,2.26,1.0,1.05,1.0,2.0,0.3,60.0
459704,4E488385-9F44-44F1-A795-5097852B9953,SELAYANG CAPITOL KOMPLEX (Shopping Mall),Selayang Capitol Kompleks,,Batu Caves,UNKNOWN,68100,,3.243213,101.649673,UNKNOWN,,2,Default AC heuristic,0,1.85,0.92,1.0,1.05,1.0,2.0,0.3,60.0
459703,68A7DBDA-36DB-44E7-80FE-2F40AC65B0DE,[Restricted] NADAYU 63 (Residential Condo),Nadayu 63,,Kuala Lumpur,Kuala Lumpur,53100,,3.22253,101.752602,Kuala Lumpur,,1,Default AC heuristic,0,2.89,2.89,1.35,1.35,1.0,2.0,0.3,60.0
459702,9C3E0135-B156-44D4-8614-794CB4EC8276,[Restricted] NADAYU 62 (Residential Condo),"8a, Jalan Melawati",,Kuala Lumpur,Kuala Lumpur,53100,,3.221433,101.75145,Kuala Lumpur,,2,Default AC heuristic,0,5.13,2.56,1.35,1.35,1.0,2.0,0.3,60.0
459701,54C4DB1A-2E79-4541-B1A2-44D90D742919,[Restricted] SURIA PUTRA RESIDENCE (Residential Condo),Suria Putra,,Sungai Buloh,UNKNOWN,47000,,3.218914,101.555115,UNKNOWN,,6,Venue multi-bay heuristic,0,7.51,1.25,1.0,1.05,1.0,2.0,0.3,60.0
459700,072A44E8-BDE8-4256-B501-D83AB0D7313E,[Restricted] GAYA APARTMENT (Residential Condo),Gaya Apartment Block 6,,Kuala Lumpur,Kuala Lumpur,53100,,3.212245,101.745728,Kuala Lumpur,,2,Default AC heuristic,0,3.96,1.98,1.35,1.35,1.0,2.0,0.3,60.0
459699,78E9E787-4575-402E-AD7B-C65442908D3E,[Restricted] LAKEVILLE RESIDENCE TAMAN WAHYU (Residential Condo),"68, Jalan Sibu",,Jalan Ipoh,UNKNOWN,68100,,3.209003,101.668945,UNKNOWN,,2,Default AC heuristic,0,3.83,1.92,1.0,1.05,1.0,2.0,0.3,60.0
459698,B6E2DEB0-A9A6-490A-ACBD-53803A3AA0A2,SMILE HOTEL WANGSA MAJU (Hotel),"No.36&37, jalan metro wangsa,",,Setiawangsa,UNKNOWN,53300,,3.20335,101.736328,UNKNOWN,,1,Default AC heuristic,0,1.56,1.56,1.0,1.05,1.0,2.0,0.3,60.0
459697,D32D8CA9-E843-41BC-960A-E1CAE8A6584B,[Restricted] 1 SENTUL CONDOMINIUM (Residential Condo),1 Sentul Condominium,,Sentul,UNKNOWN,51100,,3.200006,101.689575,UNKNOWN,,1,Default AC heuristic,0,2.53,2.53,1.0,1.05,1.0,2.0,0.3,60.0
459696,1AD0B094-2EDD-4AA9-BBF5-6648BFF3C7E6,[Restricted] QUINN RESIDENCE (Residential Condo),Quinn Residence Official,,Kuala Lumpur,Kuala Lumpur,53300,,3.199034,101.738152,Kuala Lumpur,,1,Default AC heuristic,0,4.21,4.21,1.35,1.35,1.0,2.0,0.3,60.0
459695,23C3ECB0-D9F9-4CC8-80F2-672A1EB30C71,[Restricted] MH PLATINUM RESIDENCE (Residential Condo),MH Platinum Residence,,Gombak,UNKNOWN,53100,,3.198403,101.704727,UNKNOWN,,2,Default AC heuristic,0,3.5,1.75,1.0,1.05,1.0,2.0,0.3,60.0
459694,9269B84F-DEFF-4583-A139-6C82BE49A6F4,[Restricted] SPHERE DAMANSARA (Residential Condo),SPHERE Damansara,,Petaling Jaya,Negeri Sembilan,47830,,3.197164,101.599075,Negeri Sembilan,,2,Default AC heuristic,0,1.37,0.68,1.08,1.05,1.0,2.0,0.3,60.0
459693,C7DA9B7F-FFDC-4AD1-9E0C-363789266FE3,[Restricted] SERI RIANA RESIDENCES (Residential Condo),Seri Riana Residence,,Kuala Lumpur,Kuala Lumpur,53300,,3.196209,101.739929,Kuala Lumpur,,1,Default AC heuristic,0,4.35,4.35,1.35,1.35,1.0,2.0,0.3,60.0
459692,0E55D7AB-7252-4F9A-B88B-40A89AE56AE7,[Restricted] BENNINGTON RESIDENCES (Residential Condo),"1, Jalan Arena 1",,Kuala Lumpur,Kuala Lumpur,53200,,3.194103,101.714622,Kuala Lumpur,,1,Default AC heuristic,0,4.38,4.38,1.35,1.35,1.0,2.0,0.3,60.0
459691,8DCDB6B1-2DD1-40E7-97A4-08E2C46CFC55,SINCHOIWAH RESTAURANT SDN BHD (Restaurant),Sinchoiwah Restaurant,,Jinjang Kepong,UNKNOWN,52200,,3.194077,101.634285,UNKNOWN,,1,Default AC heuristic,0,0.94,0.94,1.0,1.05,1.0,2.0,0.3,60.0
459690,F0A22E9C-EBD7-479B-B51D-9E5EBEE5332F,[Restricted] DUA MENJALARA KONDOMINIUM (Residential Condo),Dua Menjalara Condominium,,Jinjang Kepong,UNKNOWN,52200,,3.192754,101.635666,UNKNOWN,,2,Default AC heuristic,0,2.34,1.17,1.0,1.05,1.0,2.0,0.3,60.0
459689,55F4E003-1310-46BA-9514-5062D3E3CE3C,[Restricted] FERA RESIDENCE (Residential Condo),Fera Residence,,Kuala Lumpur,Kuala Lumpur,53300,,3.191956,101.737511,Kuala Lumpur,,2,Default AC heuristic,0,4.63,2.32,1.35,1.35,1.0,2.0,0.3,60.0
459688,F99B60DE-AEC3-4C75-8746-6CF92C84986A,[Restricted] UNITED POINT RESIDENCES (Residential Condo),JALAN LANG EMAS,,Segambut,UNKNOWN,51200,,3.191765,101.653366,UNKNOWN,,2,Default AC heuristic,0,2.56,1.28,1.0,1.05,1.0,2.0,0.3,60.0
459687,9A89628D-1208-4A0B-8ECB-0AAF6CB265EA,[Restricted] LEXA RESIDENCE (Residential Condo),Lexa Residence,,Kuala Lumpur,Kuala Lumpur,53300,,3.191246,101.736626,Kuala Lumpur,,2,Default AC heuristic,0,3.81,1.9,1.35,1.35,1.0,2.0,0.3,60.0
459686,46903EAC-FDB8-40CB-B3CF-3844BDBB00B5,[Restricted] THE REACH @ TITIWANGSA (Residential Condo),The Reach @ Titiwangsa,,Setapak,UNKNOWN,53200,,3.18707,101.704689,UNKNOWN,,2,Default AC heuristic,0,1.85,0.92,1.0,1.05,1.0,2.0,0.3,60.0
459685,B334DB05-31BC-455F-B518-AF820B7F1218,[Restricted] HERITAGE CONDOMINIUM (Residential Condo),Heritage Condominium,,Setapak,UNKNOWN,53000,,3.186329,101.700851,UNKNOWN,,2,Default AC heuristic,0,3.48,1.74,1.0,1.05,1.0,2.0,0.3,60.0
459684,2E3CF843-C647-42A5-BC82-3795FB1D4CE8,[Restricted] BREEZEWAY RESIDENCES (Residential Condo),"12, Persiaran Residen",,Pandan Perdana,UNKNOWN,52200,,3.185125,101.634544,UNKNOWN,,1,Default AC heuristic,0,2.59,2.59,1.0,1.05,1.0,2.0,0.3,60.0
459683,709E7CE7-2A9F-42D4-8EF6-9B53B9FA54B3,[Restricted] ANJALI NORTH KIARA (Residential Condo),Anjali North Kiara,,Mont Kiara,UNKNOWN,51200,,3.183415,101.652992,UNKNOWN,,1,Default AC heuristic,0,2.19,2.19,1.0,1.05,1.0,2.0,0.3,60.0
459682,7F1881BA-0917-4FFC-8113-2261D1B9DCB0,[Restricted] THE FENNEL SENTUL EAST (Residential Condo),The Fennel Sentul East,,Sentul,UNKNOWN,51000,,3.182122,101.693649,UNKNOWN,,1,Default AC heuristic,0,1.29,1.29,1.0,1.05,1.0,2.0,0.3,60.0
459681,54551363-F9DE-4437-8925-35FEA24696AA,[Restricted] DAMANSARA FORESTA (Residential Condo),"Damansara Foresta Damansara Foresta Condominium, Persiaran Meranti, Bandar Sri Damansara,",,Bukit Damansara A,Negeri Sembilan,52200,,3.181285,101.612526,Negeri Sembilan,,1,Default AC heuristic,0,1.52,1.52,1.08,1.05,1.0,2.0,0.3,60.0
459680,4B67CC58-0FEF-4F71-9F03-E21E80B46EDD,[Restricted] ICON RESIDENCE MONT KIARA (Residential Condo),"20, Persiaran Dutamas",,Cheras,UNKNOWN,50480,,3.179405,101.663658,UNKNOWN,,1,Default AC heuristic,0,1.23,1.23,1.0,1.05,1.0,2.0,0.3,60.0
459679,D53A14AF-D63E-46BF-B6A4-184F3A7EAD75,[Restricted] CONCERTO NORTH KIARA CONDOMINIUM GROUND PARKING (Residential Condo),Concerto North Kiara,,Segambut,UNKNOWN,51200,,3.178471,101.658821,UNKNOWN,,1,Default AC heuristic,0,1.74,1.74,1.0,1.05,1.0,2.0,0.3,60.0
459678,455C4B67-4EF7-489A-B3DA-11B91027C7FA,[Restricted] RESIDENSI HARMONI 2 (Residential Condo),Residensi Harmoni 2,,Segambut,Negeri Sembilan,51200,,3.178458,101.644836,Negeri Sembilan,,2,Default AC heuristic,0,3.4,1.7,1.08,1.05,1.0,2.0,0.3,60.0
459677,DBF6B99C-5D34-41DB-AB20-4D3DA12680DA,[Restricted] VILLA ORKID CONDOMINIUM (Residential Condo),Villa Orkid,,Segambut,UNKNOWN,51200,,3.178057,101.644402,UNKNOWN,,1,Default AC heuristic,0,1.52,1.52,1.0,1.05,1.0,2.0,0.3,60.0
459676,B01D75B6-EBE9-4185-B014-83CDE11E7330,[Restricted] CONCERTO NORTH KIARA CONDOMINIUM BLOCK B (Residential Condo),Concerto North Kiara,,Mont Kiara,UNKNOWN,51200,,3.177837,101.658791,UNKNOWN,,2,Default AC heuristic,0,2.48,1.24,1.0,1.05,1.0,2.0,0.3,60.0
459675,B5710E19-4B88-409E-A9E1-EE4AD476759C,[Restricted] WEDGEWOOD RESIDENCES (Residential Condo),Wedgewood Residences,,Mont Kiara,UNKNOWN,50480,,3.174555,101.657722,UNKNOWN,,2,Default AC heuristic,0,2.54,1.27,1.0,1.05,1.0,2.0,0.3,60.0
459674,21C5520C-AF0B-49F8-BFAE-A96821E16CF2,[Restricted] PANGSAPURI ONE JELATEK (Residential Condo),One Jelatek Condominium,,Klang,Kuala Lumpur,54200,,3.173146,101.734619,Kuala Lumpur,,1,Default AC heuristic,0,4.5,4.5,1.35,1.35,1.0,2.0,0.3,60.0
459673,889DB6DE-D65C-4D97-899C-DB241698D654,[Restricted] HARTAMAS REGENCY 2 (Residential Condo),Hartamas Regency 2,,Kuala Lumpur,Kuala Lumpur,50480,,3.173123,101.66275,Kuala Lumpur,,1,Default AC heuristic,0,4.31,4.31,1.35,1.35,1.0,2.0,0.3,60.0
459672,9E220F6D-8248-4D47-9945-F1CD57291053,[Restricted] KIARAVILLE CONDOMINIUM (Residential Condo),Kiaraville,,Kuala Lumpur,Kuala Lumpur,50480,,3.172485,101.659172,Kuala Lumpur,,1,Default AC heuristic,0,8.55,8.55,1.35,1.35,1.0,2.0,0.3,60.0
459671,FA728FBA-C718-4021-8D61-2267FC459344,[Restricted] EXPRESSIONZ PROFESSIONAL SUITES (Residential Condo),Expressionz Professional Suites by EXSIM,,Kuala Lumpur,Kuala Lumpur,50400,,3.171628,101.712433,Kuala Lumpur,,1,Default AC heuristic,0,4.58,4.58,1.35,1.35,1.0,2.0,0.3,60.0
459670,591E5607-4898-486A-8F19-ACE69FF0EC2E,GURNEY MALL (Shopping Mall),Gurney Mall,,Keramat,UNKNOWN,54000,,3.171486,101.72126,UNKNOWN,,4,Venue multi-bay heuristic,0,3.4,0.85,1.0,1.05,1.0,2.0,0.3,60.0
459669,AB9EAB46-4CD0-461C-BCF9-3B362523C5E5,[Restricted] SUNWAY MONT RESIDENCE (Residential Condo),Sunway Mont Residences,,Mont Kiara,UNKNOWN,50480,,3.169577,101.647079,UNKNOWN,,3,Venue multi-bay heuristic,0,3.7,1.23,1.0,1.05,1.0,2.0,0.3,60.0
459668,FECDD4F8-129B-4598-A13F-9ABD09B56071,[Restricted] CHYMES GURNEY RESIDENCY (Residential Condo),Chymes Gurney Residency,,Keramat,UNKNOWN,54000,,3.169267,101.726036,UNKNOWN,,7,Venue multi-bay heuristic,0,6.67,0.95,1.0,1.05,1.0,2.0,0.3,60.0
459667,67C2D2A1-EE99-4F0D-BBCD-5E1ED7E8F6EA,[Restricted] LAMAN SURIA (Residential Condo),Laman Suria,,Mont Kiara,UNKNOWN,50480,,3.169065,101.650833,UNKNOWN,,5,Venue multi-bay heuristic,0,6.4,1.28,1.0,1.05,1.0,2.0,0.3,60.0
459666,BFBED4C7-A4B4-4322-B757-1BA6AC1786D1,[Restricted] CASA KIARA 2 CONDOMINIUM (Residential Condo),Casa Kiara 2,,Mont Kiara,UNKNOWN,50480,,3.168871,101.646622,UNKNOWN,,1,Default AC heuristic,0,3.42,3.42,1.0,1.05,1.0,2.0,0.3,60.0
459665,7EDAAD3C-283E-4F04-8576-8441802F4008,[Restricted] KIARA DESIGNERS SUITES (Residential Condo),Kiara Designer Suites - Serviced Condominium,,Mont Kiara,UNKNOWN,50480,,3.16838,101.647987,UNKNOWN,,1,Default AC heuristic,0,1.47,1.47,1.0,1.05,1.0,2.0,0.3,60.0
459664,BE0E9DBD-A877-4C23-BB9B-84D367CD630B,[Restricted] RESIDENSI 22 MONT KIARA (Residential Condo),"Residensi 22 Mont’Kiara, UEM Sunrise",,Kuala Lumpur,Negeri Sembilan,50480,,3.167785,101.650536,Negeri Sembilan,,1,Default AC heuristic,0,2.76,2.76,1.08,1.05,1.0,2.0,0.3,60.0
459663,8B056067-6175-42D1-9488-5925E6A64A26,[Restricted] KIARAMAS SUTERA CONDO (Residential Condo),Kiaramas Sutera,,Mont Kiara,UNKNOWN,50480,,3.167461,101.643799,UNKNOWN,,1,Default AC heuristic,0,1.49,1.49,1.0,1.05,1.0,2.0,0.3,60.0
459662,5AD8A01A-CCCD-4A13-9E75-479C77D5D54A,MENARA MUSTAPHA KAMAL (Commercial),Menara Mustapha Kamal,,Petaling Jaya,UNKNOWN,47820,,3.167105,101.613358,UNKNOWN,,4,Venue multi-bay heuristic,0,3.99,1.0,1.0,1.05,1.0,2.0,0.3,60.0
459661,BB829296-9C64-480D-9CFC-9E6F9FB7ECC0,[Restricted] I-ZEN KIARA 2 (Residential Condo),I-zen @ Kiara 2,,Kuala Lumpur,Kuala Lumpur,50480,,3.165764,101.654022,Kuala Lumpur,,2,Default AC heuristic,0,7.73,3.87,1.35,1.35,1.0,2.0,0.3,60.0
459660,8A6E251D-4547-42C5-AFBB-777797E56EDE,[Restricted] FLORA MURNI CONDOMINIUM (Residential Condo),Flora Murni Condominium Mont Kiara,,Mont Kiara,UNKNOWN,50480,,3.165466,101.650841,UNKNOWN,,2,Default AC heuristic,0,2.22,1.11,1.0,1.05,1.0,2.0,0.3,60.0
459659,BE652704-865C-4CD1-9D96-7D2FA7F8AE82,[Restricted] LANAI KIARA CONDOMINIUM (Residential Condo),Lanai Kiara Condominium,,Mont Kiara,UNKNOWN,50480,,3.165365,101.648788,UNKNOWN,,2,Default AC heuristic,0,2.49,1.24,1.0,1.05,1.0,2.0,0.3,60.0
459658,7BA6D1F0-EDAC-4F43-869C-F47B9614C1F0,MERCU MUSTAPHA KAMAL (Commercial),Neo Damansara,,Petaling Jaya,Negeri Sembilan,47820,,3.164928,101.613968,Negeri Sembilan,,2,Default AC heuristic,0,2.88,1.44,1.08,1.05,1.0,2.0,0.3,60.0
459657,C7BAEA22-1987-42BD-8154-A11F74FACE95,MENARA TOKIO MARINE (Commercial),Tokio Marine Life Insurance Malaysia Bhd.,,Kuala Lumpur,Negeri Sembilan,50400,,3.16296,101.717049,Negeri Sembilan,,2,Default AC heuristic,0,2.95,1.47,1.08,1.05,1.0,2.0,0.3,60.0
459656,6CE78A26-E3BA-428C-9FB6-25A6A76FFA17,[Restricted] 202 DESA CAHAYA (Residential Condo),202DC Desa Cahaya,,Keramat,UNKNOWN,55000,,3.161202,101.725151,UNKNOWN,,2,Default AC heuristic,0,2.44,1.22,1.0,1.05,1.0,2.0,0.3,60.0
459655,F3D61BE2-377E-46FD-8D34-CA6657495864,GREAT EASTERN MALL (LEVEL P1) (Shopping Mall),Great Eastern Mall,,Kuala Lumpur,Kuala Lumpur,55000,,3.16059,101.736671,Kuala Lumpur,,6,Venue multi-bay heuristic,0,10.74,1.79,1.35,1.35,1.0,2.0,0.3,60.0
459654,D41C73E8-C3E0-4FFC-84CE-883110D042A4,[Restricted] NOVO AMPANG (Residential Condo),NOVO Ampang,,Kuala Lumpur,Kuala Lumpur,55000,,3.160543,101.739365,Kuala Lumpur,,1,Default AC heuristic,0,8.33,8.33,1.35,1.35,1.0,2.0,0.3,60.0
459653,DFDF4A56-5EBC-4879-9B18-DCED9D3822F9,[Restricted] GCB COURT (Residential Condo),GCB Court Condominium,,Kuala Lumpur,Kuala Lumpur,55000,,3.160379,101.748093,Kuala Lumpur,,1,Default AC heuristic,0,4.05,4.05,1.35,1.35,1.0,2.0,0.3,60.0
459652,C13B67A5-5D99-456F-8D5D-0A28134CF92E,GREAT EASTERN MALL OUTDOOR (Shopping Mall),Great Eastern Mall,,Kuala Lumpur,Kuala Lumpur,55000,,3.160346,101.736938,Kuala Lumpur,,4,Venue multi-bay heuristic,0,10.5,2.63,1.35,1.35,1.0,2.0,0.3,60.0
459651,1131A6FE-B61B-47C0-82CF-2AD4222D4AE8,INTERCONTINENTAL HOTEL KL (Hotel),"InterContinental Kuala Lumpur, an IHG Hotel",,KLCC,Kuala Lumpur,50450,,3.159514,101.717857,Kuala Lumpur,,5,Venue multi-bay heuristic,0,10.25,2.05,1.35,1.35,1.0,2.0,0.3,60.0
459650,9897B10B-2214-4463-8706-36245407BC59,[Restricted] THE FACE SUITES (Residential Condo),THE FACE Suites,,Kuala Lumpur,Kuala Lumpur,50250,,3.158533,101.703842,Kuala Lumpur,,2,Default AC heuristic,0,5.46,2.73,1.35,1.35,1.0,2.0,0.3,60.0
459649,7E889A01-4A4F-4EF5-A007-55E26E53E6E4,[Restricted] SERI HENING RESIDENCE (Residential Condo),"28, Jalan Ampang Hilir",,Kuala Lumpur,Kuala Lumpur,55000,,3.158469,101.737213,Kuala Lumpur,,2,Default AC heuristic,0,6.48,3.24,1.35,1.35,1.0,2.0,0.3,60.0
459648,A5B312CA-14B9-410C-803A-4A8FFA077E88,SHOPPES AT FOUR SEASON PLACE (Commercial),"145, Jln Ampang",,Kuala Lumpur,Kuala Lumpur,50088,,3.158184,101.713768,Kuala Lumpur,,2,Default AC heuristic,0,6.7,3.35,1.35,1.35,1.0,2.0,0.3,60.0
459647,29D3240C-C5ED-413C-9AD9-8466376D57C2,THE CURVE (Shopping Mall),The Curve,,Petaling Jaya,UNKNOWN,47800,,3.157687,101.611427,UNKNOWN,,2,Default AC heuristic,0,3.36,1.68,1.0,1.05,1.0,2.0,0.3,60.0
459646,D81B4A5B-ADC8-4418-80A9-97481098232A,[PARTNER EVHUB] PERTAMA COMPLEX (Shopping Mall),Pertama Complex | First Shopping Center,,Jalan Duta,UNKNOWN,50100,,3.157289,101.695572,UNKNOWN,,5,Venue multi-bay heuristic,0,8.37,1.67,1.0,1.05,1.0,2.0,0.3,60.0
459645,F5850FFB-28E5-4EC0-9B79-760632793F6C,SOGO KL (Shopping Mall),Sogo,,Kuala Lumpur,Kuala Lumpur,50100,,3.156078,101.69529,Kuala Lumpur,,2,Default AC heuristic,0,4.89,2.45,1.35,1.35,1.0,2.0,0.3,60.0
